rank_share,journal_key,full_title,gwas_hits,total_articles,fraction_gwas
1508,Dan Med Bull,Danish medical bulletin,1,261,0.003831
1509,Eur Rev Aging Phys Act,European review of aging and physical activity : official journal of the European Group for Research into Elderly and Physical Activity,1,261,0.003831
1510,Hum Psychopharmacol,Human psychopharmacology,4,1045,0.003828
1511,Autophagy,Autophagy,18,4704,0.003827
1512,Demography,Demography,6,1572,0.003817
1513,Rheumatol Adv Pract,Rheumatology advances in practice,3,791,0.003793
1514,Rinsho Ketsueki,[Rinsho ketsueki] The Japanese journal of clinical hematology,14,3692,0.003792
1515,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,11,2901,0.003792
1516,Mar Life Sci Technol,Marine life science & technology,1,264,0.003788
1517,Am J Hematol,American journal of hematology,23,6073,0.003787
1518,J Sleep Res,Journal of sleep research,11,2905,0.003787
1519,World J Gastrointest Oncol,World journal of gastrointestinal oncology,8,2115,0.003783
1520,Anim Reprod,Animal reproduction,2,529,0.003781
1521,ILAR J,ILAR journal,2,529,0.003781
1522,Investig Clin Urol,Investigative and clinical urology,3,794,0.003778
1523,Cell Host Microbe,Cell host & microbe,13,3441,0.003778
1524,Biochem Biophys Rep,Biochemistry and biophysics reports,9,2383,0.003777
1525,Epilepsy Res,Epilepsy research,13,3444,0.003775
1526,J Nephrol,Journal of nephrology,13,3444,0.003775
1527,Scand J Rheumatol,Scandinavian journal of rheumatology,7,1858,0.003767
1528,Dev Cell,Developmental cell,19,5047,0.003765
1529,Curr Top Microbiol Immunol,Current topics in microbiology and immunology,6,1596,0.003759
1530,Front Nephrol,Frontiers in nephrology,1,266,0.003759
1531,J Biopharm Stat,Journal of biopharmaceutical statistics,6,1597,0.003757
1532,Asia Pac Psychiatry,Asia-Pacific psychiatry : official journal of the Pacific Rim College of Psychiatrists,2,533,0.003752
1533,Med Clin North Am,The Medical clinics of North America,6,1609,0.003729
1534,Zhong Nan Da Xue Xue Bao Yi Xue Ban,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,15,4027,0.003725
1535,Child Adolesc Psychiatr Clin N Am,Child and adolescent psychiatric clinics of North America,4,1074,0.003724
1536,Trans Am Clin Climatol Assoc,Transactions of the American Clinical and Climatological Association,2,537,0.003724
1537,3 Biotech,3 Biotech,17,4567,0.003722
1538,Semin Oncol,Seminars in oncology,5,1344,0.003720
1539,Curr Protoc Immunol,Current protocols in immunology,1,269,0.003717
1540,Sports Med Health Sci,Sports medicine and health science,1,269,0.003717
1541,Inflammopharmacology,Inflammopharmacology,8,2153,0.003716
1542,Science,"Science (New York, N.Y.)",145,39110,0.003707
1543,J Thyroid Res,Journal of thyroid research,1,271,0.003690
1544,Vet Med (Auckl),"Veterinary medicine (Auckland, N.Z.)",1,271,0.003690
1545,Mod Rheumatol,Modern rheumatology,11,2988,0.003681
1546,Mol Immunol,Molecular immunology,19,5164,0.003679
1547,Scand J Gastroenterol,Scandinavian journal of gastroenterology,15,4080,0.003676
1548,Curr Opin Ophthalmol,Current opinion in ophthalmology,6,1632,0.003676
1549,Semin Radiat Oncol,Seminars in radiation oncology,3,816,0.003676
1550,Front Synaptic Neurosci,Frontiers in synaptic neuroscience,2,544,0.003676
1551,Fr J Urol,The French journal of urology,1,272,0.003676
1552,Ont Health Technol Assess Ser,Ontario health technology assessment series,1,272,0.003676
1553,Internist (Berl),Der Internist,9,2452,0.003670
1554,Theor Popul Biol,Theoretical population biology,4,1090,0.003670
1555,Br J Clin Pharmacol,British journal of clinical pharmacology,22,6008,0.003662
1556,Eur Neurol,European neurology,7,1918,0.003650
1557,Reprod Fertil,Reproduction & fertility,1,274,0.003650
1558,Curr Hematol Malig Rep,Current hematologic malignancy reports,3,824,0.003641
1559,Int J Vitam Nutr Res,International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,3,825,0.003636
1560,Arerugi,Arerugi = [Allergy],6,1653,0.003630
1561,Eur Thyroid J,European thyroid journal,3,827,0.003628
1562,Ann Nutr Metab,Annals of nutrition & metabolism,6,1656,0.003623
1563,Drug News Perspect,Drug news & perspectives,1,276,0.003623
1564,Fertil Steril,Fertility and sterility,43,11885,0.003618
1565,Cardiovasc Toxicol,Cardiovascular toxicology,4,1106,0.003617
1566,Trends Plant Sci,Trends in plant science,9,2489,0.003616
1567,mBio,mBio,31,8577,0.003614
1568,Neuropsychiatr Dis Treat,Neuropsychiatric disease and treatment,16,4427,0.003614
1569,Nat Immunol,Nature immunology,17,4707,0.003612
1570,Nihon Arukoru Yakubutsu Igakkai Zasshi,Nihon Arukoru Yakubutsu Igakkai zasshi = Japanese journal of alcohol studies & drug dependence,1,277,0.003610
1571,In Silico Pharmacol,In silico pharmacology,2,555,0.003604
1572,JACC Basic Transl Sci,JACC. Basic to translational science,5,1389,0.003600
1573,Metabolomics,Metabolomics : Official journal of the Metabolomic Society,5,1389,0.003600
1574,J Rheumatol,The Journal of rheumatology,26,7228,0.003597
1575,Clin Chim Acta,Clinica chimica acta; international journal of clinical chemistry,29,8071,0.003593
1576,JDR Clin Trans Res,JDR clinical and translational research,2,557,0.003591
1577,Environ Int,Environment international,30,8379,0.003580
1578,Cell Mol Life Sci,Cellular and molecular life sciences : CMLS,24,6707,0.003578
1579,CNS Drugs,CNS drugs,6,1681,0.003569
1580,BMC Oral Health,BMC oral health,29,8132,0.003566
1581,Tsitol Genet,TSitologiia i genetika,2,561,0.003565
1582,Mediators Inflamm,Mediators of inflammation,16,4496,0.003559
1583,Int Rev Psychiatry,"International review of psychiatry (Abingdon, England)",5,1405,0.003559
1584,Neuroimage Rep,Neuroimage. Reports,1,281,0.003559
1585,Curr Opin Pharmacol,Current opinion in pharmacology,7,1969,0.003555
1586,Reumatol Clin,Reumatologia clinica,4,1126,0.003552
1587,Mutat Res Genet Toxicol Environ Mutagen,Mutation research. Genetic toxicology and environmental mutagenesis,4,1127,0.003549
1588,Zh Nevrol Psikhiatr Im S S Korsakova,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,23,6483,0.003548
1589,Curr Opin Drug Discov Devel,Current opinion in drug discovery & development,1,282,0.003546
1590,J Neuroinflammation,Journal of neuroinflammation,16,4521,0.003539
1591,Atheroscler Suppl,Atherosclerosis. Supplements,1,283,0.003534
1592,J Clin Immunol,Journal of clinical immunology,10,2839,0.003522
1593,Res Pract Thromb Haemost,Research and practice in thrombosis and haemostasis,6,1704,0.003521
1594,Epilepsia,Epilepsia,25,7106,0.003518
1595,Sci Data,Scientific data,26,7391,0.003518
1596,Int J Surg,"International journal of surgery (London, England)",34,9676,0.003514
1597,Vascul Pharmacol,Vascular pharmacology,5,1423,0.003514
1598,Comput Math Methods Med,Computational and mathematical methods in medicine,18,5129,0.003509
1599,Int J Pediatr Endocrinol,International journal of pediatric endocrinology,1,285,0.003509
1600,Ital J Anat Embryol,Italian journal of anatomy and embryology = Archivio italiano di anatomia ed embriologia,1,285,0.003509
1601,BMC Neurosci,BMC neuroscience,7,2000,0.003500
1602,Genes Cancer,Genes & cancer,2,572,0.003497
1603,J Viral Hepat,Journal of viral hepatitis,10,2861,0.003495
1604,Neurol Int,Neurology international,3,859,0.003492
1605,Hematology Am Soc Hematol Educ Program,Hematology. American Society of Hematology. Education Program,6,1720,0.003488
1606,Sleep Health,Sleep health,4,1149,0.003481
1607,J Orthop Surg Res,Journal of orthopaedic surgery and research,24,6904,0.003476
1608,Clin Appl Thromb Hemost,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis,9,2591,0.003474
1609,HLA,HLA,12,3456,0.003472
1610,IAVI Rep,IAVI report : newsletter on international AIDS vaccine research,1,288,0.003472
1611,Rheumatol Int,Rheumatology international,20,5780,0.003460
1612,Cerebrovasc Dis,"Cerebrovascular diseases (Basel, Switzerland)",9,2601,0.003460
1613,Curr Opin HIV AIDS,Current opinion in HIV and AIDS,5,1448,0.003453
1614,Perspect Psychol Sci,Perspectives on psychological science : a journal of the Association for Psychological Science,5,1449,0.003451
1615,CRISPR J,The CRISPR journal,2,580,0.003448
1616,Front Fungal Biol,Frontiers in fungal biology,1,290,0.003448
1617,Mol Biol Res Commun,Molecular biology research communications,1,290,0.003448
1618,Fetal Pediatr Pathol,Fetal and pediatric pathology,4,1162,0.003442
1619,Orthod Craniofac Res,Orthodontics & craniofacial research,4,1163,0.003439
1620,Expert Opin Drug Discov,Expert opinion on drug discovery,7,2036,0.003438
1621,Curr Opin Mol Ther,Current opinion in molecular therapeutics,1,291,0.003436
1622,Chin Med Sci J,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih,3,874,0.003432
1623,Neuropsychopharmacol Rep,Neuropsychopharmacology reports,2,583,0.003431
1624,Patterns (N Y),"Patterns (New York, N.Y.)",3,876,0.003425
1625,J Cell Commun Signal,Journal of cell communication and signaling,3,877,0.003421
1626,J Clin Lab Anal,Journal of clinical laboratory analysis,13,3803,0.003418
1627,Z Rheumatol,Zeitschrift fur Rheumatologie,9,2633,0.003418
1628,J Dairy Res,The Journal of dairy research,5,1464,0.003415
1629,Evolution,Evolution; international journal of organic evolution,17,4981,0.003413
1630,BMC Urol,BMC urology,8,2349,0.003406
1631,Epidemiol Psychiatr Sci,Epidemiology and psychiatric sciences,4,1176,0.003401
1632,Egypt J Immunol,The Egyptian journal of immunology,2,588,0.003401
1633,Atten Defic Hyperact Disord,Attention deficit and hyperactivity disorders,1,294,0.003401
1634,Amyotroph Lateral Scler Frontotemporal Degener,Amyotrophic lateral sclerosis & frontotemporal degeneration,5,1474,0.003392
1635,Pathologe,Der Pathologe,6,1769,0.003392
1636,Cognit Ther Res,Cognitive therapy and research,1,295,0.003390
1637,J Oncol,Journal of oncology,9,2658,0.003386
1638,Immunol Rev,Immunological reviews,7,2069,0.003383
1639,Vet J,"Veterinary journal (London, England : 1997)",15,4443,0.003376
1640,Neurol Sci,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,30,8888,0.003375
1641,Psychiatry Res Neuroimaging,Psychiatry research. Neuroimaging,4,1187,0.003370
1642,Acta Medica (Hradec Kralove),Acta medica (Hradec Kralove),2,595,0.003361
1643,Libyan J Med,The Libyan journal of medicine,2,595,0.003361
1644,Transl Cancer Res,Translational cancer research,13,3873,0.003357
1645,Int J Nephrol,International journal of nephrology,2,596,0.003356
1646,Neurodegener Dis Manag,Neurodegenerative disease management,2,596,0.003356
1647,Mol Cancer,Molecular cancer,12,3577,0.003355
1648,Sleep Med Rev,Sleep medicine reviews,5,1491,0.003353
1649,Dev Genes Evol,Development genes and evolution,2,598,0.003344
1650,Nucleic Acid Ther,Nucleic acid therapeutics,2,598,0.003344
1651,Dig Liver Dis,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,18,5383,0.003344
1652,Phlebology,Phlebology,6,1799,0.003335
1653,Anatol J Cardiol,Anatolian journal of cardiology,8,2399,0.003335
1654,Eur Heart J Cardiovasc Pharmacother,European heart journal. Cardiovascular pharmacotherapy,3,901,0.003330
1655,Clin Investig Arterioscler,Clinica e investigacion en arteriosclerosis : publicacion oficial de la Sociedad Espanola de Arteriosclerosis,2,601,0.003328
1656,Genet Couns,"Genetic counseling (Geneva, Switzerland)",2,601,0.003328
1657,Cell Regen,"Cell regeneration (London, England)",1,301,0.003322
1658,Int J Ophthalmol,International journal of ophthalmology,14,4225,0.003314
1659,Cerebrovasc Dis Extra,Cerebrovascular diseases extra,1,302,0.003311
1660,Platelets,Platelets,7,2115,0.003310
1661,Hematol Oncol,Hematological oncology,5,1515,0.003300
1662,Basic Clin Androl,Basic and clinical andrology,1,303,0.003300
1663,mSphere,mSphere,10,3032,0.003298
1664,Endocrinology,Endocrinology,26,7897,0.003292
1665,Environ Toxicol,Environmental toxicology,10,3041,0.003288
1666,Nat Rev Cardiol,Nature reviews. Cardiology,10,3041,0.003288
1667,Am J Addict,The American journal on addictions,5,1524,0.003281
1668,J Am Coll Cardiol,Journal of the American College of Cardiology,55,16772,0.003279
1669,Ann Transl Med,Annals of translational medicine,30,9156,0.003277
1670,Melanoma Res,Melanoma research,5,1527,0.003274
1671,Gynecol Endocrinol,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,12,3673,0.003267
1672,J Mol Cell Cardiol,Journal of molecular and cellular cardiology,13,3984,0.003263
1673,J Steroid Biochem Mol Biol,The Journal of steroid biochemistry and molecular biology,12,3685,0.003256
1674,Gastroenterol Rep (Oxf),Gastroenterology report,3,922,0.003254
1675,J Investig Allergol Clin Immunol,Journal of investigational allergology & clinical immunology,7,2152,0.003253
1676,Braz J Psychiatry,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)",6,1847,0.003249
1677,Pharmacopsychiatry,Pharmacopsychiatry,3,924,0.003247
1678,Exerc Sport Sci Rev,Exercise and sport sciences reviews,2,616,0.003247
1679,J Hepatocell Carcinoma,Journal of hepatocellular carcinoma,3,925,0.003243
1680,Menopause,"Menopause (New York, N.Y.)",13,4011,0.003241
1681,Scand J Immunol,Scandinavian journal of immunology,7,2160,0.003241
1682,Indian Heart J,Indian heart journal,9,2779,0.003239
1683,Neuroimage,NeuroImage,54,16680,0.003237
1684,Gut Microbes,Gut microbes,8,2475,0.003232
1685,Respirology,"Respirology (Carlton, Vic.)",13,4024,0.003231
1686,Handb Clin Neurol,Handbook of clinical neurology,13,4025,0.003230
1687,Chromosome Res,"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology",3,929,0.003229
1688,Sovrem Tekhnologii Med,Sovremennye tekhnologii v meditsine,1,310,0.003226
1689,Microbiol Spectr,Microbiology spectrum,28,8717,0.003212
1690,Expert Rev Respir Med,Expert review of respiratory medicine,6,1868,0.003212
1691,Neurogastroenterol Motil,Neurogastroenterology and motility,13,4049,0.003211
1692,Arch Oral Biol,Archives of oral biology,13,4053,0.003208
1693,Cancer Lett,Cancer letters,28,8730,0.003207
1694,J Neuropathol Exp Neurol,Journal of neuropathology and experimental neurology,7,2184,0.003205
1695,World Rev Nutr Diet,World review of nutrition and dietetics,2,624,0.003205
1696,Int Clin Psychopharmacol,International clinical psychopharmacology,3,937,0.003202
1697,Trends Cogn Sci,Trends in cognitive sciences,7,2187,0.003201
1698,Int Urol Nephrol,International urology and nephrology,19,5941,0.003198
1699,Rev Psiquiatr Salud Ment,Revista de psiquiatria y salud mental,1,313,0.003195
1700,Transfus Med Hemother,Transfusion medicine and hemotherapy : offizielles Organ der Deutschen Gesellschaft fur Transfusionsmedizin und Immunhamatologie,3,940,0.003191
1701,J Hematol,Journal of hematology,1,314,0.003185
1702,Rev Stomatol Chir Maxillofac Chir Orale,"Revue de stomatologie, de chirurgie maxillo-faciale et de chirurgie orale",1,314,0.003185
1703,Ther Adv Hematol,Therapeutic advances in hematology,2,629,0.003180
1704,Clin J Am Soc Nephrol,Clinical journal of the American Society of Nephrology : CJASN,18,5669,0.003175
1705,Biol Sport,Biology of sport,3,945,0.003175
1706,Psychol Res Behav Manag,Psychology research and behavior management,6,1892,0.003171
1707,Int J Parasitol Drugs Drug Resist,International journal for parasitology. Drugs and drug resistance,2,631,0.003170
1708,RNA,"RNA (New York, N.Y.)",11,3476,0.003165
1709,Dev Period Med,Developmental period medicine,1,316,0.003165
1710,Sleep Biol Rhythms,Sleep and biological rhythms,1,316,0.003165
1711,Curr Biol,Current biology : CB,49,15512,0.003159
1712,Maturitas,Maturitas,11,3487,0.003155
1713,Osteoporos Sarcopenia,Osteoporosis and sarcopenia,1,317,0.003155
1714,Prog Neurol Surg,Progress in neurological surgery,1,317,0.003155
1715,World J Gastrointest Pharmacol Ther,World journal of gastrointestinal pharmacology and therapeutics,1,317,0.003155
1716,Dement Geriatr Cogn Disord,Dementia and geriatric cognitive disorders,5,1587,0.003151
1717,J Androl,Journal of andrology,2,635,0.003150
1718,Gynecol Obstet Invest,Gynecologic and obstetric investigation,5,1590,0.003145
