rank_volume,journal_key,full_title,gwas_hits,total_articles,fraction_gwas,meets_min_total
7031,Cardiol Res,Cardiology research,0,796,0.000000,Y
7032,Cardiol Res Cardiovasc Med,Cardiology research and cardiovascular medicine,0,2,0.000000,N
7033,Cardiol Ther,Cardiology and therapy,0,439,0.000000,Y
7034,Cardiol Tunis,Cardiologie tunisienne,0,3,0.000000,N
7035,Cardiol Vasc Res (Wilmington),"Cardiology & vascular research (Wilmington, Del.)",0,2,0.000000,N
7036,Cardiooncology,"Cardio-oncology (London, England)",0,433,0.000000,Y
7037,Cardiopulm Phys Ther J,Cardiopulmonary physical therapy journal,0,147,0.000000,Y
7038,Cardiothorac Surg,The cardiothoracic surgeon,0,13,0.000000,N
7039,Cardiovasc Diabetol Endocrinol Rep,Cardiovascular diabetology. Endocrinology reports,0,53,0.000000,Y
7040,Cardiovasc Dis Med,Cardiovascular disease and medicine,0,2,0.000000,N
7041,Cardiovasc Disord Med,Cardiovascular disorder and medicine,0,2,0.000000,N
7042,Cardiovasc Drug Rev,Cardiovascular drug reviews,0,24,0.000000,N
7043,Cardiovasc Endocrinol,Cardiovascular endocrinology,0,36,0.000000,N
7044,Cardiovasc Endocrinol Metab,Cardiovascular endocrinology & metabolism,0,203,0.000000,Y
7045,Cardiovasc Eng,"Cardiovascular engineering (Dordrecht, Netherlands)",0,90,0.000000,Y
7046,Cardiovasc Eng Technol,Cardiovascular engineering and technology,0,673,0.000000,Y
7047,Cardiovasc Innov Appl,Cardiovascular innovations and applications,0,4,0.000000,N
7048,Cardiovasc Interv Ther,Cardiovascular intervention and therapeutics,0,1228,0.000000,Y
7049,Cardiovasc Intervent Radiol,Cardiovascular and interventional radiology,0,5323,0.000000,Y
7050,Cardiovasc J S Afr,Cardiovascular journal of South Africa : official journal for Southern Africa Cardiac Society [and] South African Society of Cardiac Practitioners,0,16,0.000000,N
7051,Cardiovasc Pharm Open Access,Cardiovascular pharmacology: open access,0,7,0.000000,N
7052,Cardiovasc Psychiatry Neurol,Cardiovascular psychiatry and neurology,0,104,0.000000,Y
7053,Cardiovasc Regen Med,Cardiovascular regenerative medicine,0,3,0.000000,N
7054,Cardiovasc Revasc Med,Cardiovascular revascularization medicine : including molecular interventions,0,3600,0.000000,Y
7055,Cardiovasc Sci,Cardiovascular science,0,1,0.000000,N
7056,Cardiovasc Thorac Open,Cardiovascular and thoracic open,0,1,0.000000,N
7057,Cardiovasc Ultrasound,Cardiovascular ultrasound,0,781,0.000000,Y
7058,Care Manag J,Care management journals : Journal of case management ; The journal of long term home health care,0,252,0.000000,Y
7059,Care Wkly,Care weekly,0,2,0.000000,N
7060,Career Dev Int,Career development international,0,1,0.000000,N
7061,Career Dev Q,The Career development quarterly,0,9,0.000000,N
7062,Career Dev Transit Except Individ,Career development and transition for exceptional individuals,0,4,0.000000,N
7063,Caribb J Sci,Caribbean journal of science,0,1,0.000000,N
7064,Caribb Med J,Caribbean medical journal,0,1,0.000000,N
7065,Caribb Stud,"Caribbean studies (Rio Piedras, San Juan, P.R.)",0,5,0.000000,N
7066,Caring,Caring : National Association for Home Care magazine,0,950,0.000000,Y
7067,Carle Sel Pap,Carle selected papers,0,2,0.000000,N
7068,Carol Fire Rescue EMS J,Carolina fire rescue EMS journal,0,1,0.000000,N
7069,Cartogr Geogr Inf Sci,Cartography and geographic information science,0,18,0.000000,N
7070,Cartogr J,The Cartographic journal,0,2,0.000000,N
7071,Case Orthop J,Case orthopaedic journal,0,4,0.000000,N
7072,Case Rep Anesthesiol,Case reports in anesthesiology,0,410,0.000000,Y
7073,Case Rep Clin Med,Case reports in clinical medicine,0,1,0.000000,N
7074,Case Rep Clin Pathol,Case reports in clinical pathology,0,2,0.000000,N
7075,Case Rep Crit Care,Case reports in critical care,0,517,0.000000,Y
7076,Case Rep Dermatol,Case reports in dermatology,0,983,0.000000,Y
7077,Case Rep Dermatol Med,Case reports in dermatological medicine,0,434,0.000000,Y
7078,Case Rep Emerg Med,Case reports in emergency medicine,0,420,0.000000,Y
7079,Case Rep Endocrinol,Case reports in endocrinology,0,738,0.000000,Y
7080,Case Rep Gastroenterol,Case reports in gastroenterology,0,1752,0.000000,Y
7081,Case Rep Gastrointest Med,Case reports in gastrointestinal medicine,0,782,0.000000,Y
7082,Case Rep Genet,Case reports in genetics,0,321,0.000000,Y
7083,Case Rep Hematol,Case reports in hematology,0,970,0.000000,Y
7084,Case Rep Infect Dis,Case reports in infectious diseases,0,1168,0.000000,Y
7085,Case Rep Intern Med,Case reports in internal medicine,0,2,0.000000,N
7086,Case Rep Med,Case reports in medicine,0,2623,0.000000,Y
7087,Case Rep Nephrol,Case reports in nephrology,0,438,0.000000,Y
7088,Case Rep Nephrol Dial,Case reports in nephrology and dialysis,0,342,0.000000,Y
7089,Case Rep Nephrol Urol,Case reports in nephrology and urology,0,77,0.000000,Y
7090,Case Rep Neurol,Case reports in neurology,0,907,0.000000,Y
7091,Case Rep Neurol Med,Case reports in neurological medicine,0,803,0.000000,Y
7092,Case Rep Obstet Gynecol,Case reports in obstetrics and gynecology,0,1319,0.000000,Y
7093,Case Rep Oncol Med,Case reports in oncological medicine,0,917,0.000000,Y
7094,Case Rep Ophthalmol,Case reports in ophthalmology,0,1575,0.000000,Y
7095,Case Rep Ophthalmol Med,Case reports in ophthalmological medicine,0,749,0.000000,Y
7096,Case Rep Orthop,Case reports in orthopedics,0,1420,0.000000,Y
7097,Case Rep Otolaryngol,Case reports in otolaryngology,0,824,0.000000,Y
7098,Case Rep Pancreat Cancer,Case reports in pancreatic cancer,0,24,0.000000,N
7099,Case Rep Pathol,Case reports in pathology,0,684,0.000000,Y
7100,Case Rep Pediatr,Case reports in pediatrics,0,1051,0.000000,Y
7101,Case Rep Perinat Med,Case reports in perinatal medicine,0,88,0.000000,Y
7102,Case Rep Pulmonol,Case reports in pulmonology,0,380,0.000000,Y
7103,Case Rep Radiol,Case reports in radiology,0,510,0.000000,Y
7104,Case Rep Rheumatol,Case reports in rheumatology,0,517,0.000000,Y
7105,Case Rep Surg,Case reports in surgery,0,1499,0.000000,Y
7106,Case Rep Transplant,Case reports in transplantation,0,308,0.000000,Y
7107,Case Rep Urol,Case reports in urology,0,822,0.000000,Y
7108,Case Rep Vasc Med,Case reports in vascular medicine,0,308,0.000000,Y
7109,Case Rep Vet Med,Case reports in veterinary medicine,0,149,0.000000,Y
7110,Case Rep Womens Health,Case reports in women's health,0,746,0.000000,Y
7111,Case Reports Hepatol,Case reports in hepatology,0,240,0.000000,Y
7112,Case Reports Plast Surg Hand Surg,Case reports in plastic surgery & hand surgery,0,372,0.000000,Y
7113,Case Stud Chem Environ Eng,Case studies in chemical and environmental engineering,0,33,0.000000,N
7114,Case Stud Eng Fail Anal,Case studies in engineering failure analysis,0,2,0.000000,N
7115,Case Stud Surg,Case studies in surgery,0,1,0.000000,N
7116,Case Stud Therm Eng,Case studies in thermal engineering,0,8,0.000000,N
7117,Case Stud Transp Policy,Case studies on transport policy,0,37,0.000000,N
7118,Case Studies Bus Ind Gov Stat,"Case studies in business, industry and government statistics : CSBIGS",0,2,0.000000,N
7119,Case West Reserve J Int Law,Case Western Reserve journal of international law,0,1,0.000000,N
7120,Case West Reserve Law Rev,Case Western Reserve law review,0,1,0.000000,N
7121,Cases J,Cases journal,0,1585,0.000000,Y
7122,Cases Public Health Commun Mark,Cases in public health communication and marketing,0,1,0.000000,N
7123,Casp J Neurol Sci,Caspian journal of neurological sciences,0,1,0.000000,N
7124,Caste (Waltham),"Caste (Waltham, Mass.)",0,1,0.000000,N
7125,Cat Classif Q,Cataloging & classification quarterly,0,2,0.000000,N
7126,Catal Commun,Catalysis communications,0,2,0.000000,N
7127,Catal Ind,Catalysis in industry,0,1,0.000000,N
7128,Catal Letters,Catalysis letters,0,24,0.000000,N
7129,Catal Rev Sci Eng,"Catalysis reviews, science and engineering",0,2,0.000000,N
7130,Catal Sci Technol,Catalysis science & technology,0,106,0.000000,Y
7131,Catal Today,Catalysis today,0,11,0.000000,N
7132,Catalyst (San Diego),"Catalyst (San Diego, Calif.)",0,2,0.000000,N
7133,Catalysts,"Catalysts (Basel, Switzerland)",0,22,0.000000,N
7134,Catena (Amst),Catena,0,4,0.000000,N
7135,Cathol Hist Rev,The Catholic historical review,0,1,0.000000,N
7136,Cattle Pract,Cattle practice : journal of the British Cattle Veterinary Association,0,2,0.000000,N
7137,Celebr Stud,Celebrity studies,0,1,0.000000,N
7138,Celest Mech Dyn Astron,Celestial mechanics and dynamical astronomy,0,7,0.000000,N
7139,"Cell Biol (Henderson, NV)",Cell biology : research & therapy,0,3,0.000000,N
7140,Cell Biol Int Rep (2010),Cell biology international reports,0,18,0.000000,N
7141,Cell Biol Toxicol,Cell biology and toxicology,0,1157,0.000000,Y
7142,Cell Biomater,Cell biomaterials,0,9,0.000000,N
7143,Cell Chromosome,Cell & chromosome,0,2,0.000000,N
7144,Cell Commun Adhes,Cell communication & adhesion,0,159,0.000000,Y
7145,Cell Commun Insights,Cell communication insights,0,4,0.000000,N
7146,Cell Dev Biol,Cell & developmental biology,0,15,0.000000,N
7147,Cell Div,Cell division,0,326,0.000000,Y
7148,Cell Gene Ther Insights,Cell & gene therapy insights,0,8,0.000000,N
7149,Cell Health Cytoskelet,Cell health and cytoskeleton,0,9,0.000000,N
7150,Cell Insight,Cell insight,0,137,0.000000,Y
7151,Cell Investig,Cell investigation,0,2,0.000000,N
7152,Cell Logist,Cellular logistics,0,123,0.000000,Y
7153,Cell Med,Cell medicine,0,144,0.000000,Y
7154,Cell Mol Bioeng,Cellular and molecular bioengineering,0,638,0.000000,Y
7155,Cell Mol Biol (OMICS),Cellular and molecular biology (OMICS),0,1,0.000000,N
7156,Cell Mol Med Open Access,Cellular & molecular medicine: open access,0,1,0.000000,N
7157,Cell Motil Cytoskeleton,Cell motility and the cytoskeleton,0,249,0.000000,Y
7158,Cell Oncol,Cellular oncology : the official journal of the International Society for Cellular Oncology,0,147,0.000000,Y
7159,Cell Preserv Technol,Cell preservation technology,0,4,0.000000,N
7160,Cell Rep Phys Sci,Cell reports. Physical science,0,105,0.000000,Y
7161,Cell Rep Sustain,Cell reports sustainability,0,5,0.000000,N
7162,Cell Signal (Middlet),Cell signaling,0,6,0.000000,N
7163,Cell Stem Cells Regen Med,"Cell, stem cells and regenerative medicine",0,5,0.000000,N
7164,Cell Stress,Cell stress,0,208,0.000000,Y
7165,Cell Surf,"Cell surface (Amsterdam, Netherlands)",0,159,0.000000,Y
7166,Cell Ther Transplant,Cellular therapy and transplantation,0,2,0.000000,N
7167,Cell tissue biol,Cell and tissue biology,0,10,0.000000,N
7168,CellR4 Repair Replace Regen Reprogram,"CellR4-- repair, replacement, regeneration, & reprogramming",0,109,0.000000,Y
7169,"Cellbio (Irvine, Calif)",CellBio,0,3,0.000000,N
7170,Cells Tissues Organs,"Cells, tissues, organs",0,1147,0.000000,Y
7171,Cellscience,Cellscience,0,20,0.000000,N
7172,Cellulose (Lond),"Cellulose (London, England)",0,74,0.000000,Y
7173,Cem Concr Compos,Cement & concrete composites,0,10,0.000000,N
7174,Cem Concr Res,Cement and concrete research,0,3,0.000000,N
7175,Cent Afr J Med,The Central African journal of medicine,0,113,0.000000,Y
7176,Cent East Eur Migr Rev,Central and Eastern European migration review,0,1,0.000000,N
7177,Cent Eur,Central Europe,0,2,0.000000,N
7178,Cent Eur J Biol,Central European journal of biology,0,5,0.000000,N
7179,Cent Eur J Med,Central European journal of medicine,0,4,0.000000,N
7180,Cent Eur J Oper Res,Central European journal of operations research,0,47,0.000000,N
7181,Cent Eur J Public Health,Central European journal of public health,0,1112,0.000000,Y
7182,Cent Eur Neurosurg,Central European neurosurgery,0,136,0.000000,Y
7183,Cent European J Urol,Central European journal of urology,0,1204,0.000000,Y
7184,Centaurus,Centaurus; international magazine of the history of science and medicine,0,12,0.000000,N
7185,Centr Asian Surv,Central Asian survey,0,2,0.000000,N
7186,Cephalalgia Rep,Cephalalgia reports,0,1,0.000000,N
7187,Cerae,Cerae : an Australasian journal of medieval and early modern studies,0,1,0.000000,N
7188,Ceram Int,Ceramics international,0,23,0.000000,N
7189,Ceramics (Basel),Ceramics,0,1,0.000000,N
7190,Cereal Chem,Cereal chemistry,0,2,0.000000,N
7191,Cereal Res Commun,Cereal research communications,0,5,0.000000,N
7192,Cereb Cortex Commun,Cerebral cortex communications,0,231,0.000000,Y
7193,Cerebellum Ataxias,Cerebellum & ataxias,0,137,0.000000,Y
7194,Cerebrospinal Fluid Res,Cerebrospinal fluid research,0,71,0.000000,Y
7195,Cerebrum,Cerebrum : the Dana forum on brain science,0,165,0.000000,Y
7196,Cesk Fysiol,Ceskoslovenska fysiologie,0,82,0.000000,Y
7197,Cesk Patol,Ceskoslovenska patologie,0,474,0.000000,Y
7198,Cesk Slov Oftalmol,Ceska a slovenska oftalmologie : casopis Ceske oftalmologicke spolecnosti a Slovenske oftalmologicke spolecnosti,0,676,0.000000,Y
7199,Ceska Gynekol,Ceska gynekologie,0,1202,0.000000,Y
7200,Ceska Slov Farm,Ceska a Slovenska farmacie : casopis Ceske farmaceuticke spolecnosti a Slovenske farmaceuticke spolecnosti,0,468,0.000000,Y
7201,Ceylon Med J,The Ceylon medical journal,0,802,0.000000,Y
7202,Chaeoe Hanin Yon Gu,Chaeoe Hanin yon'gu = Studies of Koreans abroad,0,1,0.000000,N
7203,Challenge (Atlanta Ga),"Challenge (Atlanta, Ga.)",0,1,0.000000,N
7204,Challenges (Basel),Challenges,0,1,0.000000,N
7205,Chance (N Y),"Chance (New York, N.Y.)",0,6,0.000000,N
7206,Chang Gung Med J,Chang Gung medical journal,0,439,0.000000,Y
7207,Change,Change,0,5,0.000000,N
7208,Chaos Complex Lett,Chaos and complexity letters,0,1,0.000000,N
7209,Chaos Solitons Fractals,"Chaos, solitons, and fractals",0,382,0.000000,Y
7210,Chapman Hall CRC Handb Mod Stat Methods,Chapman & Hall/CRC handbooks of modern statistical methods,0,2,0.000000,N
7211,Chapman Hall CRC Math Comput Biol Ser,Chapman & Hall/CRC mathematical & computational biology series,0,1,0.000000,N
7212,Chaucer Rev,The Chaucer review,0,1,0.000000,N
7213,Check List,Check list (Luis Felipe Toledo),0,1,0.000000,N
7214,Chem,Chem,0,159,0.000000,Y
7215,Chem Afr,Chemistry Africa : a journal of the Tunisian Chemical Society,0,1,0.000000,N
7216,Chem Asian J,"Chemistry, an Asian journal",0,8464,0.000000,Y
7217,Chem Bio Eng,Chem & bio engineering,0,152,0.000000,Y
7218,Chem Biochem Eng Q,Chemical and biochemical engineering quarterly,0,1,0.000000,N
7219,Chem Biol,Chemistry & biology,0,1592,0.000000,Y
7220,Chem Biol Interact,Chemico-biological interactions,0,5621,0.000000,Y
7221,Chem Biol Technol Agric,Chemical and biological technologies in agriculture,0,4,0.000000,N
7222,Chem Biomed Imaging,Chemical & biomedical imaging,0,239,0.000000,Y
7223,Chem Catal,Chem catalysis,0,39,0.000000,N
7224,Chem Cent J,Chemistry Central journal,0,1052,0.000000,Y
7225,Chem Commun (Camb),"Chemical communications (Cambridge, England)",0,53488,0.000000,Y
7226,Chem Educ,"Chemical educator (Boise, Idaho)",0,1,0.000000,N
7227,Chem Educ Res Pract,Chemistry education research and practice : CERP,0,1,0.000000,N
7228,Chem Eng Commun,Chemical engineering communications,0,3,0.000000,N
7229,Chem Eng Educ,Chemical engineering education,0,3,0.000000,N
7230,Chem Eng J,"Chemical engineering journal (Lausanne, Switzerland : 1996)",0,167,0.000000,Y
7231,Chem Eng J Adv,Chemical engineering journal advances,0,2,0.000000,N
7232,Chem Eng News,"Chemical and engineering news : ""news edition"" of the American Chemical Society",0,1,0.000000,N
7233,Chem Eng Process,Chemical engineering and processing = Genie des procedes = Verfahrenstechnik,0,3,0.000000,N
7234,Chem Eng Prog,Chemical Engineering Progress,0,2,0.000000,N
7235,Chem Eng Res Des,Chemical engineering research & design : transactions of the Institution of Chemical Engineers,0,7,0.000000,N
7236,Chem Eng Sci,Chemical engineering science,0,45,0.000000,N
7237,Chem Eng Technol,Chemical engineering & technology,0,24,0.000000,N
7238,Chem Eng Trans,Chemical engineering transactions,0,2,0.000000,N
7239,Chem Erde,"Chemie der Erde : Beitrage zur chemischen Mineralogie, Petrographie und Geologie",0,5,0.000000,N
7240,Chem Geol,Chemical geology,0,11,0.000000,N
7241,Chem Health Saf,Chemical health & safety,0,3,0.000000,N
7242,Chem Heterocycl Compd (N Y),Chemistry of heterocyclic compounds,0,36,0.000000,N
7243,Chem Ind,Chemistry & industry,0,17,0.000000,N
7244,Chem Inform,"Chemical informatics (Wilmington, Del.)",0,1,0.000000,N
7245,Chem Ing Tech,Chemie-ingenieur-technik,0,5,0.000000,N
7246,Chem Int,Chemistry international,0,1,0.000000,N
7247,Chem Lett,Chemistry letters,0,8,0.000000,N
7248,Chem Mater,Chemistry of materials : a publication of the American Chemical Society,0,928,0.000000,Y
7249,Chem Methods,Chemistry methods : new approaches to solving problems in chemistry,0,2,0.000000,N
7250,Chem Nat Compd,Chemistry of natural compounds,0,12,0.000000,N
7251,Chem Pharm Bull (Tokyo),Chemical & pharmaceutical bulletin,0,4046,0.000000,Y
7252,Chem Phys,Chemical physics,0,59,0.000000,Y
7253,Chem Phys Lett,Chemical physics letters,0,151,0.000000,Y
7254,Chem Phys Rev,Chemical physics reviews,0,3,0.000000,N
7255,Chem Prod Process Model,Chemical product and process modeling,0,3,0.000000,N
7256,Chem Rec,"Chemical record (New York, N.Y.)",0,1867,0.000000,Y
